e, f, group, score, freq, n, avgDeadEnemies, avgAliveFriends, avgAlive
7,  0, dumb, 6, 14, 11, 0.082482, 0.000000, 0.009308
7,  0, dumb, 7, 5, 11, 0.059572, 0.000000, 0.009000
7,  0, dumb, 8, 1, 11, 0.021086, 0.000000, 0.003012
7,  0, silent, 0, 17, 11, 0.000000, 0.000000, 0.000000
7,  0, silent, 1, 143, 11, 0.891571, 0.000000, 0.108429
7,  0, silent, 2, 583, 11, 1.026034, 0.000000, 0.596781
7,  0, silent, 3, 783, 11, 2.080194, 0.000000, 0.842411
7,  0, silent, 4, 335, 11, 1.386917, 0.000000, 0.423415
7,  0, silent, 5, 117, 11, 1.642026, 0.000000, 0.359845
7,  0, silent, 6, 18, 11, 0.202096, 0.000000, 0.025678
7,  0, silent, 7, 3, 11, 0.076256, 0.000000, 0.009722
7,  0, silent, 8, 1, 11, 0.009116, 0.000000, 0.001302
7,  0, g1, 0, 19, 11, 0.000000, 0.000000, 0.000000
7,  0, g1, 1, 189, 11, 0.453878, 0.000000, 0.127315
7,  0, g1, 2, 658, 11, 1.009791, 0.000000, 0.680438
7,  0, g1, 3, 748, 11, 2.077731, 0.000000, 0.922269
7,  0, g1, 4, 267, 11, 1.946316, 0.000000, 0.615586
7,  0, g1, 5, 77, 11, 1.395019, 0.000000, 0.321845
7,  0, g1, 6, 24, 11, 1.520809, 0.000000, 0.293583
7,  0, g1, 7, 8, 11, 0.035620, 0.000000, 0.005165
7,  0, g1, 8, 10, 11, 0.037234, 0.000000, 0.005319
7,  0, g2, 0, 67, 11, 0.000000, 0.000000, 0.000000
7,  0, g2, 1, 231, 11, 0.343493, 0.000000, 0.099056
7,  0, g2, 2, 584, 11, 1.110810, 0.000000, 0.670172
7,  0, g2, 3, 731, 11, 2.106503, 0.000000, 0.893497
7,  0, g2, 4, 265, 11, 2.227895, 0.000000, 0.567346
7,  0, g2, 5, 88, 11, 1.109862, 0.000000, 0.243617
7,  0, g2, 6, 19, 11, 0.087098, 0.000000, 0.012628
7,  0, g2, 7, 10, 11, 0.056581, 0.000000, 0.006443
7,  0, g2, 8, 5, 11, 0.052933, 0.000000, 0.007562
7,  0, g3, 0, 105, 11, 0.000000, 0.000000, 0.000000
7,  0, g3, 1, 411, 11, 0.398696, 0.000000, 0.212894
7,  0, g3, 2, 633, 11, 1.223904, 0.000000, 0.776096
7,  0, g3, 3, 637, 11, 2.063397, 0.000000, 0.860914
7,  0, g3, 4, 140, 11, 1.754626, 0.000000, 0.539269
7,  0, g3, 5, 49, 11, 1.182615, 0.000000, 0.239577
7,  0, g3, 6, 12, 11, 0.209709, 0.000000, 0.032647
7,  0, g3, 7, 11, 11, 0.021502, 0.000000, 0.003584
7,  0, g3, 8, 2, 11, 0.018671, 0.000000, 0.002667
7,  0, g4, 0, 21, 11, 0.000000, 0.000000, 0.000000
7,  0, g4, 1, 127, 11, 0.448927, 0.000000, 0.145754
7,  0, g4, 2, 635, 11, 1.167577, 0.000000, 0.832423
7,  0, g4, 3, 758, 11, 1.985360, 0.000000, 0.820174
7,  0, g4, 4, 317, 11, 2.309260, 0.000000, 0.741766
7,  0, g4, 5, 103, 11, 0.643246, 0.000000, 0.141280
7,  0, g4, 6, 34, 11, 0.183831, 0.000000, 0.033716
7,  0, g4, 7, 5, 11, 0.087327, 0.000000, 0.012858
7,  0, g4, 8, 0, 11, 0.036551, 0.000000, 0.005222
7,  0, g5, 0, 38, 11, 0.000000, 0.000000, 0.000000
7,  0, g5, 1, 189, 11, 0.457014, 0.000000, 0.146024
7,  0, g5, 2, 571, 11, 1.166417, 0.000000, 0.833583
7,  0, g5, 3, 797, 11, 2.025411, 0.000000, 0.830351
7,  0, g5, 4, 286, 11, 2.186957, 0.000000, 0.660413
7,  0, g5, 5, 99, 11, 0.961430, 0.000000, 0.215635
7,  0, g5, 6, 13, 11, 0.167622, 0.000000, 0.021829
7,  0, g5, 7, 4, 11, 0.106914, 0.000000, 0.017047
7,  0, g5, 8, 3, 11, 0.000000, 0.000000, 0.000000
7,  0, g6, 0, 24, 11, 0.000000, 0.000000, 0.000000
7,  0, g6, 1, 153, 11, 0.473166, 0.000000, 0.256881
7,  0, g6, 2, 606, 11, 1.210068, 0.000000, 0.789932
7,  0, g6, 3, 748, 11, 1.842168, 0.000000, 0.783879
7,  0, g6, 4, 346, 11, 2.289233, 0.000000, 0.703267
7,  0, g6, 5, 95, 11, 0.609246, 0.000000, 0.130121
7,  0, g6, 6, 23, 11, 0.135989, 0.000000, 0.019818
7,  0, g6, 7, 5, 11, 0.014361, 0.000000, 0.002394
7,  0, g6, 8, 0, 11, 0.032907, 0.000000, 0.004701
7,  0, g7, 0, 21, 11, 0.000000, 0.000000, 0.000000
7,  0, g7, 1, 137, 11, 0.760870, 0.000000, 0.128209
7,  0, g7, 2, 625, 11, 1.109485, 0.000000, 0.598402
7,  0, g7, 3, 777, 11, 2.074551, 0.000000, 0.925449
7,  0, g7, 4, 304, 11, 1.726018, 0.000000, 0.535857
7,  0, g7, 5, 109, 11, 0.702548, 0.000000, 0.151021
7,  0, g7, 6, 25, 11, 0.219722, 0.000000, 0.036704
7,  0, g7, 7, 2, 11, 0.040951, 0.000000, 0.006825
7,  0, g7, 8, 0, 11, 0.030902, 0.000000, 0.004415
7,  0, g8, 0, 25, 11, 0.000000, 0.000000, 0.000000
7,  0, g8, 1, 175, 11, 0.852981, 0.000000, 0.147019
7,  0, g8, 2, 640, 11, 1.204636, 0.000000, 0.663120
7,  0, g8, 3, 721, 11, 1.973053, 0.000000, 0.834936
7,  0, g8, 4, 314, 11, 1.833632, 0.000000, 0.556551
7,  0, g8, 5, 102, 11, 0.694040, 0.000000, 0.160426
7,  0, g8, 6, 22, 11, 0.353758, 0.000000, 0.058603
7,  0, g8, 7, 1, 11, 0.061781, 0.000000, 0.009368
7,  0, g8, 8, 0, 11, 0.011981, 0.000000, 0.001712
7,  0, g9, 0, 14, 11, 0.000000, 0.000000, 0.000000
7,  0, g9, 1, 150, 11, 0.441514, 0.000000, 0.088138
7,  0, g9, 2, 598, 11, 1.144257, 0.000000, 0.855743
7,  0, g9, 3, 784, 11, 1.954862, 0.000000, 0.850476
7,  0, g9, 4, 324, 11, 2.324826, 0.000000, 0.737339
7,  0, g9, 5, 99, 11, 2.149263, 0.000000, 0.511759
7,  0, g9, 6, 24, 11, 0.209174, 0.000000, 0.025123
7,  0, g9, 7, 5, 11, 0.044631, 0.000000, 0.007439
7,  0, g9, 8, 2, 11, 0.041629, 0.000000, 0.005947
8,  0, dumb, 0, 243, 11, 0.000000, 0.000000, 0.000000
8,  0, dumb, 1, 898, 11, 0.766734, 0.000000, 0.041287
8,  0, dumb, 2, 478, 11, 1.221754, 0.000000, 0.491680
8,  0, dumb, 3, 289, 11, 1.965518, 0.000000, 0.815418
8,  0, dumb, 4, 57, 11, 3.071406, 0.000000, 0.928594
8,  0, dumb, 5, 17, 11, 1.288469, 0.000000, 0.279696
8,  0, dumb, 6, 14, 11, 0.604895, 0.000000, 0.110002
8,  0, dumb, 7, 4, 11, 0.075968, 0.000000, 0.009383
8,  0, dumb, 8, 0, 11, 0.005534, 0.000000, 0.000791
8,  0, dumb, 9, 0, 11, 0.024304, 0.000000, 0.003038
8,  0, silent, 0, 16, 11, 0.000000, 0.000000, 0.000000
8,  0, silent, 1, 89, 11, 0.359357, 0.000000, 0.105300
8,  0, silent, 2, 425, 11, 0.935440, 0.000000, 0.520269
8,  0, silent, 3, 792, 11, 2.074779, 0.000000, 0.832323
8,  0, silent, 4, 441, 11, 3.078074, 0.000000, 0.921926
8,  0, silent, 5, 188, 11, 2.547171, 0.000000, 0.559310
8,  0, silent, 6, 41, 11, 0.162358, 0.000000, 0.025529
8,  0, silent, 7, 7, 11, 0.056579, 0.000000, 0.008048
8,  0, silent, 8, 1, 11, 0.047672, 0.000000, 0.006810
8,  0, silent, 9, 0, 11, 0.000000, 0.000000, 0.000000
8,  0, g1, 0, 16, 11, 0.000000, 0.000000, 0.000000
8,  0, g1, 1, 122, 11, 0.383036, 0.000000, 0.075015
8,  0, g1, 2, 465, 11, 1.232804, 0.000000, 0.513372
8,  0, g1, 3, 833, 11, 2.145969, 0.000000, 0.854031
8,  0, g1, 4, 372, 11, 1.901999, 0.000000, 0.523677
8,  0, g1, 5, 145, 11, 1.198763, 0.000000, 0.285143
8,  0, g1, 6, 34, 11, 0.786881, 0.000000, 0.135730
8,  0, g1, 7, 8, 11, 0.009782, 0.000000, 0.000709
8,  0, g1, 8, 2, 11, 0.013606, 0.000000, 0.001944
8,  0, g1, 9, 3, 11, 0.000000, 0.000000, 0.000000
8,  0, g2, 0, 42, 11, 0.000000, 0.000000, 0.000000
8,  0, g2, 1, 208, 11, 0.425156, 0.000000, 0.309304
8,  0, g2, 2, 452, 11, 1.052155, 0.000000, 0.614545
8,  0, g2, 3, 826, 11, 1.915704, 0.000000, 0.791380
8,  0, g2, 4, 299, 11, 2.332876, 0.000000, 0.698159
8,  0, g2, 5, 126, 11, 4.014748, 0.000000, 0.985252
8,  0, g2, 6, 29, 11, 0.670029, 0.000000, 0.119008
8,  0, g2, 7, 13, 11, 0.026080, 0.000000, 0.003347
8,  0, g2, 8, 2, 11, 0.006324, 0.000000, 0.000000
8,  0, g2, 9, 3, 11, 0.004472, 0.000000, 0.000559
8,  0, g3, 0, 70, 11, 0.000000, 0.000000, 0.000000
8,  0, g3, 1, 329, 11, 0.828488, 0.000000, 0.019162
8,  0, g3, 2, 579, 11, 0.982217, 0.000000, 0.454692
8,  0, g3, 3, 780, 11, 2.199602, 0.000000, 0.800398
8,  0, g3, 4, 146, 11, 2.124902, 0.000000, 0.659932
8,  0, g3, 5, 61, 11, 1.422244, 0.000000, 0.327768
8,  0, g3, 6, 25, 11, 0.440281, 0.000000, 0.075670
8,  0, g3, 7, 7, 11, 0.102189, 0.000000, 0.013296
8,  0, g3, 8, 2, 11, 0.005178, 0.000000, 0.000740
8,  0, g3, 9, 1, 11, 0.000000, 0.000000, 0.000000
8,  0, g4, 0, 5, 11, 0.000000, 0.000000, 0.000000
8,  0, g4, 1, 76, 11, 0.268673, 0.000000, 0.036665
8,  0, g4, 2, 424, 11, 1.079545, 0.000000, 0.522574
8,  0, g4, 3, 815, 11, 2.055038, 0.000000, 0.859122
8,  0, g4, 4, 434, 11, 3.088504, 0.000000, 0.911496
8,  0, g4, 5, 191, 11, 2.246489, 0.000000, 0.533323
8,  0, g4, 6, 39, 11, 0.262818, 0.000000, 0.047096
8,  0, g4, 7, 15, 11, 0.119101, 0.000000, 0.011739
8,  0, g4, 8, 1, 11, 0.024450, 0.000000, 0.003493
8,  0, g4, 9, 0, 11, 0.005016, 0.000000, 0.000627
8,  0, g5, 0, 22, 11, 0.000000, 0.000000, 0.000000
8,  0, g5, 1, 123, 11, 0.498019, 0.000000, 0.055711
8,  0, g5, 2, 404, 11, 0.819390, 0.000000, 0.477336
8,  0, g5, 3, 838, 11, 2.124313, 0.000000, 0.875687
8,  0, g5, 4, 384, 11, 2.160252, 0.000000, 0.658033
8,  0, g5, 5, 197, 11, 1.908358, 0.000000, 0.437577
8,  0, g5, 6, 25, 11, 0.669551, 0.000000, 0.120067
8,  0, g5, 7, 4, 11, 0.078407, 0.000000, 0.005256
8,  0, g5, 8, 2, 11, 0.000000, 0.000000, 0.000000
8,  0, g5, 9, 1, 11, 0.013180, 0.000000, 0.001647
8,  0, g6, 0, 20, 11, 0.000000, 0.000000, 0.000000
8,  0, g6, 1, 96, 11, 0.452999, 0.000000, 0.033406
8,  0, g6, 2, 414, 11, 1.511901, 0.000000, 0.488099
8,  0, g6, 3, 813, 11, 2.104899, 0.000000, 0.836212
8,  0, g6, 4, 417, 11, 2.197567, 0.000000, 0.633390
8,  0, g6, 5, 186, 11, 0.900751, 0.000000, 0.211851
8,  0, g6, 6, 46, 11, 0.667734, 0.000000, 0.127639
8,  0, g6, 7, 5, 11, 0.068210, 0.000000, 0.002465
8,  0, g6, 8, 3, 11, 0.050040, 0.000000, 0.007149
8,  0, g6, 9, 0, 11, 0.000000, 0.000000, 0.000000
8,  0, g7, 0, 9, 11, 0.000000, 0.000000, 0.000000
8,  0, g7, 1, 80, 11, 0.360234, 0.000000, 0.057834
8,  0, g7, 2, 414, 11, 1.135122, 0.000000, 0.648057
8,  0, g7, 3, 827, 11, 2.059313, 0.000000, 0.805223
8,  0, g7, 4, 454, 11, 3.041789, 0.000000, 0.958211
8,  0, g7, 5, 170, 11, 1.061995, 0.000000, 0.242165
8,  0, g7, 6, 42, 11, 0.539179, 0.000000, 0.089455
8,  0, g7, 7, 4, 11, 0.098522, 0.000000, 0.016420
8,  0, g7, 8, 0, 11, 0.006979, 0.000000, 0.000997
8,  0, g7, 9, 0, 11, 0.005917, 0.000000, 0.000740
8,  0, g8, 0, 15, 11, 0.000000, 0.000000, 0.000000
8,  0, g8, 1, 101, 11, 0.682908, 0.000000, 0.024855
8,  0, g8, 2, 439, 11, 1.009811, 0.000000, 0.654307
8,  0, g8, 3, 832, 11, 1.975017, 0.000000, 0.777388
8,  0, g8, 4, 398, 11, 3.042871, 0.000000, 0.957129
8,  0, g8, 5, 178, 11, 1.634185, 0.000000, 0.389160
8,  0, g8, 6, 27, 11, 0.360821, 0.000000, 0.057550
8,  0, g8, 7, 8, 11, 0.233358, 0.000000, 0.037224
8,  0, g8, 8, 2, 11, 0.031014, 0.000000, 0.003714
8,  0, g8, 9, 0, 11, 0.006861, 0.000000, 0.000858
8,  0, g9, 0, 6, 11, 0.000000, 0.000000, 0.000000
8,  0, g9, 1, 92, 11, 0.320983, 0.000000, 0.118420
8,  0, g9, 2, 428, 11, 1.075966, 0.000000, 0.633687
8,  0, g9, 3, 860, 11, 2.183709, 0.000000, 0.816291
8,  0, g9, 4, 394, 11, 2.285390, 0.000000, 0.656962
8,  0, g9, 5, 186, 11, 1.884865, 0.000000, 0.446941
8,  0, g9, 6, 26, 11, 0.120580, 0.000000, 0.014313
8,  0, g9, 7, 6, 11, 0.197886, 0.000000, 0.029545
8,  0, g9, 8, 1, 11, 0.000000, 0.000000, 0.000000
8,  0, g9, 9, 1, 11, 0.049383, 0.000000, 0.006173
9,  0, dumb, 0, 105, 11, 0.000000, 0.000000, 0.000000
9,  0, dumb, 1, 919, 11, 0.516699, 0.000000, 0.000000
9,  0, dumb, 2, 471, 11, 1.022752, 0.000000, 0.521140
9,  0, dumb, 3, 433, 11, 2.069676, 0.000000, 0.752849
9,  0, dumb, 4, 58, 11, 2.020298, 0.000000, 0.611113
9,  0, dumb, 5, 9, 11, 4.006675, 0.000000, 0.993325
9,  0, dumb, 6, 2, 11, 0.446964, 0.000000, 0.072298
9,  0, dumb, 7, 1, 11, 0.423497, 0.000000, 0.069284
9,  0, dumb, 8, 2, 11, 0.013133, 0.000000, 0.001876
9,  0, dumb, 9, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, dumb, 10, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, silent, 0, 6, 11, 0.000000, 0.000000, 0.000000
9,  0, silent, 1, 61, 11, 0.352033, 0.000000, 0.000547
9,  0, silent, 2, 249, 11, 0.860319, 0.000000, 0.230942
9,  0, silent, 3, 864, 11, 2.161202, 0.000000, 0.773173
9,  0, silent, 4, 444, 11, 3.060194, 0.000000, 0.939806
9,  0, silent, 5, 332, 11, 3.115692, 0.000000, 0.770478
9,  0, silent, 6, 36, 11, 0.365484, 0.000000, 0.055594
9,  0, silent, 7, 5, 11, 0.023672, 0.000000, 0.003320
9,  0, silent, 8, 3, 11, 0.017150, 0.000000, 0.001789
9,  0, silent, 9, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, silent, 10, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, g1, 0, 8, 11, 0.000000, 0.000000, 0.000000
9,  0, g1, 1, 75, 11, 0.692187, 0.000000, 0.000000
9,  0, g1, 2, 288, 11, 0.796749, 0.000000, 0.238469
9,  0, g1, 3, 916, 11, 2.122990, 0.000000, 0.757345
9,  0, g1, 4, 364, 11, 3.029882, 0.000000, 0.970118
9,  0, g1, 5, 305, 11, 2.335255, 0.000000, 0.579142
9,  0, g1, 6, 35, 11, 0.231597, 0.000000, 0.031978
9,  0, g1, 7, 5, 11, 0.428170, 0.000000, 0.071362
9,  0, g1, 8, 1, 11, 0.022240, 0.000000, 0.002516
9,  0, g1, 9, 2, 11, 0.007201, 0.000000, 0.000900
9,  0, g1, 10, 1, 11, 0.004821, 0.000000, 0.000536
9,  0, g2, 0, 26, 11, 0.000000, 0.000000, 0.000000
9,  0, g2, 1, 170, 11, 0.360200, 0.000000, 0.004025
9,  0, g2, 2, 316, 11, 0.822428, 0.000000, 0.301233
9,  0, g2, 3, 1018, 11, 2.183975, 0.000000, 0.763046
9,  0, g2, 4, 283, 11, 2.191860, 0.000000, 0.666547
9,  0, g2, 5, 157, 11, 4.004250, 0.000000, 0.995750
9,  0, g2, 6, 21, 11, 0.621663, 0.000000, 0.122492
9,  0, g2, 7, 5, 11, 0.062781, 0.000000, 0.007605
9,  0, g2, 8, 2, 11, 0.090658, 0.000000, 0.012339
9,  0, g2, 9, 1, 11, 0.000000, 0.000000, 0.000000
9,  0, g2, 10, 1, 11, 0.000000, 0.000000, 0.000000
9,  0, g3, 0, 29, 11, 0.000000, 0.000000, 0.000000
9,  0, g3, 1, 256, 11, 0.298966, 0.000000, 0.000998
9,  0, g3, 2, 485, 11, 1.688837, 0.000000, 0.311163
9,  0, g3, 3, 1047, 11, 2.135873, 0.000000, 0.791881
9,  0, g3, 4, 118, 11, 1.879504, 0.000000, 0.528464
9,  0, g3, 5, 44, 11, 2.621841, 0.000000, 0.645893
9,  0, g3, 6, 15, 11, 0.330317, 0.000000, 0.048150
9,  0, g3, 7, 6, 11, 0.012270, 0.000000, 0.002045
9,  0, g3, 8, 0, 11, 0.008909, 0.000000, 0.000000
9,  0, g3, 9, 0, 11, 0.007201, 0.000000, 0.000900
9,  0, g3, 10, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, g4, 0, 8, 11, 0.000000, 0.000000, 0.000000
9,  0, g4, 1, 57, 11, 0.426875, 0.000000, 0.001000
9,  0, g4, 2, 245, 11, 1.738468, 0.000000, 0.261532
9,  0, g4, 3, 862, 11, 2.066713, 0.000000, 0.798750
9,  0, g4, 4, 427, 11, 2.146740, 0.000000, 0.655726
9,  0, g4, 5, 357, 11, 2.963121, 0.000000, 0.736991
9,  0, g4, 6, 37, 11, 0.435557, 0.000000, 0.086041
9,  0, g4, 7, 6, 11, 0.421027, 0.000000, 0.066690
9,  0, g4, 8, 1, 11, 0.086420, 0.000000, 0.012346
9,  0, g4, 9, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, g4, 10, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, g5, 0, 3, 11, 0.000000, 0.000000, 0.000000
9,  0, g5, 1, 92, 11, 0.420666, 0.000000, 0.000000
9,  0, g5, 2, 221, 11, 1.069578, 0.000000, 0.185130
9,  0, g5, 3, 913, 11, 2.076059, 0.000000, 0.798978
9,  0, g5, 4, 401, 11, 3.047777, 0.000000, 0.952223
9,  0, g5, 5, 352, 11, 2.918147, 0.000000, 0.682128
9,  0, g5, 6, 14, 11, 0.366680, 0.000000, 0.072266
9,  0, g5, 7, 2, 11, 0.175275, 0.000000, 0.028588
9,  0, g5, 8, 1, 11, 0.111878, 0.000000, 0.015322
9,  0, g5, 9, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, g5, 10, 1, 11, 0.000000, 0.000000, 0.000000
9,  0, g6, 0, 7, 11, 0.000000, 0.000000, 0.000000
9,  0, g6, 1, 79, 11, 0.386718, 0.000000, 0.004510
9,  0, g6, 2, 205, 11, 0.810099, 0.000000, 0.264241
9,  0, g6, 3, 860, 11, 2.200071, 0.000000, 0.799929
9,  0, g6, 4, 442, 11, 2.479676, 0.000000, 0.725578
9,  0, g6, 5, 359, 11, 2.778732, 0.000000, 0.671364
9,  0, g6, 6, 36, 11, 0.234628, 0.000000, 0.042889
9,  0, g6, 7, 10, 11, 0.104139, 0.000000, 0.017357
9,  0, g6, 8, 1, 11, 0.000000, 0.000000, 0.000000
9,  0, g6, 9, 1, 11, 0.004627, 0.000000, 0.000578
9,  0, g6, 10, 0, 11, 0.004821, 0.000000, 0.000536
9,  0, g7, 0, 4, 11, 0.000000, 0.000000, 0.000000
9,  0, g7, 1, 69, 11, 0.792907, 0.000000, 0.000000
9,  0, g7, 2, 229, 11, 0.889405, 0.000000, 0.315187
9,  0, g7, 3, 886, 11, 2.057627, 0.000000, 0.735605
9,  0, g7, 4, 423, 11, 1.962415, 0.000000, 0.595548
9,  0, g7, 5, 342, 11, 4.012560, 0.000000, 0.987440
9,  0, g7, 6, 38, 11, 0.337864, 0.000000, 0.066803
9,  0, g7, 7, 7, 11, 0.522809, 0.000000, 0.084330
9,  0, g7, 8, 2, 11, 0.000000, 0.000000, 0.000000
9,  0, g7, 9, 0, 11, 0.007201, 0.000000, 0.000900
9,  0, g7, 10, 0, 11, 0.005205, 0.000000, 0.000578
9,  0, g8, 0, 7, 11, 0.000000, 0.000000, 0.000000
9,  0, g8, 1, 64, 11, 0.423265, 0.000000, 0.000000
9,  0, g8, 2, 255, 11, 1.062995, 0.000000, 0.531393
9,  0, g8, 3, 894, 11, 2.084928, 0.000000, 0.754519
9,  0, g8, 4, 420, 11, 2.017992, 0.000000, 0.570014
9,  0, g8, 5, 323, 11, 4.001927, 0.000000, 0.998073
9,  0, g8, 6, 27, 11, 0.269997, 0.000000, 0.036200
9,  0, g8, 7, 9, 11, 0.140546, 0.000000, 0.021078
9,  0, g8, 8, 1, 11, 0.000000, 0.000000, 0.000000
9,  0, g8, 9, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, g8, 10, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, g9, 0, 5, 11, 0.000000, 0.000000, 0.000000
9,  0, g9, 1, 74, 11, 0.328897, 0.000000, 0.002625
9,  0, g9, 2, 233, 11, 1.732606, 0.000000, 0.267394
9,  0, g9, 3, 901, 11, 2.085795, 0.000000, 0.794034
9,  0, g9, 4, 396, 11, 2.498332, 0.000000, 0.746573
9,  0, g9, 5, 354, 11, 3.126837, 0.000000, 0.762762
9,  0, g9, 6, 32, 11, 0.355658, 0.000000, 0.052631
9,  0, g9, 7, 2, 11, 0.031842, 0.000000, 0.004682
9,  0, g9, 8, 3, 11, 0.004627, 0.000000, 0.000000
9,  0, g9, 9, 0, 11, 0.000000, 0.000000, 0.000000
9,  0, g9, 10, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, dumb, 0, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, dumb, 1, 934, 11, 0.550193, 0.000000, 0.000000
10,  0, dumb, 2, 169, 11, 0.308542, 0.000000, 0.000000
10,  0, dumb, 3, 887, 11, 2.306508, 0.000000, 0.693492
10,  0, dumb, 4, 10, 11, 0.879332, 0.000000, 0.273160
10,  0, dumb, 5, 0, 11, 3.444020, 0.000000, 0.861005
10,  0, dumb, 6, 0, 11, 0.034002, 0.000000, 0.006800
10,  0, dumb, 7, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, dumb, 8, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, dumb, 9, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, dumb, 10, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, dumb, 11, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, silent, 0, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, silent, 1, 72, 11, 0.486761, 0.000000, 0.000000
10,  0, silent, 2, 10, 11, 0.216129, 0.000000, 0.000000
10,  0, silent, 3, 973, 11, 2.252045, 0.000000, 0.698568
10,  0, silent, 4, 164, 11, 0.992990, 0.000000, 0.309999
10,  0, silent, 5, 776, 11, 4.000000, 0.000000, 1.000000
10,  0, silent, 6, 5, 11, 0.028510, 0.000000, 0.005702
10,  0, silent, 7, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, silent, 8, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, silent, 9, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, silent, 10, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, silent, 11, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g1, 0, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g1, 1, 63, 11, 0.359919, 0.000000, 0.000000
10,  0, g1, 2, 64, 11, 0.138883, 0.000000, 0.000000
10,  0, g1, 3, 1090, 11, 2.297081, 0.000000, 0.702919
10,  0, g1, 4, 110, 11, 1.063738, 0.000000, 0.339358
10,  0, g1, 5, 668, 11, 3.509173, 0.000000, 0.877293
10,  0, g1, 6, 5, 11, 0.051165, 0.000000, 0.010233
10,  0, g1, 7, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g1, 8, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g1, 9, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g1, 10, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g1, 11, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g2, 0, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g2, 1, 170, 11, 0.578790, 0.000000, 0.000000
10,  0, g2, 2, 20, 11, 0.185183, 0.000000, 0.000000
10,  0, g2, 3, 1521, 11, 2.263648, 0.000000, 0.707372
10,  0, g2, 4, 154, 11, 1.001680, 0.000000, 0.323368
10,  0, g2, 5, 130, 11, 4.000000, 0.000000, 1.000000
10,  0, g2, 6, 5, 11, 0.072984, 0.000000, 0.014597
10,  0, g2, 7, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g2, 8, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g2, 9, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g2, 10, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g2, 11, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g3, 0, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g3, 1, 199, 11, 0.609807, 0.000000, 0.000000
10,  0, g3, 2, 123, 11, 0.327162, 0.000000, 0.000000
10,  0, g3, 3, 1614, 11, 2.247389, 0.000000, 0.683722
10,  0, g3, 4, 51, 11, 0.831046, 0.000000, 0.266658
10,  0, g3, 5, 8, 11, 4.000000, 0.000000, 1.000000
10,  0, g3, 6, 5, 11, 0.073514, 0.000000, 0.014703
10,  0, g3, 7, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g3, 8, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g3, 9, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g3, 10, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g3, 11, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g4, 0, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g4, 1, 77, 11, 0.333781, 0.000000, 0.000000
10,  0, g4, 2, 16, 11, 0.196989, 0.000000, 0.000000
10,  0, g4, 3, 975, 11, 2.250671, 0.000000, 0.704539
10,  0, g4, 4, 155, 11, 0.990598, 0.000000, 0.318919
10,  0, g4, 5, 769, 11, 4.000000, 0.000000, 1.000000
10,  0, g4, 6, 8, 11, 0.069349, 0.000000, 0.013870
10,  0, g4, 7, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g4, 8, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g4, 9, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g4, 10, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g4, 11, 0, 11, 0.000000, 0.000000, 0.000000
10,  0, g5, 0, 0, 11, 0.000000, 0.000000, 0.000000
